"Q3_4","Q3_5","Q5","Q16","Q26","Q30","ppage","educ","race","gender","income_cat","voter_category","pols_dont_care","media_greed","election_results_matter","party","vote_freq","income_cat_coded","voter_cat_coded","educ_coded"
1,1,1,3,1,2,60,"College","Black","Male","Less than $40k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,2,3
2,2,1,2,1,2,62,"High school or less","White","Female","Less than $40k","rarely/never","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,1,1
1,2,1,1,1,1,55,"High school or less","White","Male","$40-75k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",2,2,1
2,1,2,3,3,5,24,"High school or less","Other/Mixed","Female","Less than $40k","rarely/never","Strongly Agree","Somewhat Agree","Things will be pretty much the same","No Preference","Rarely",1,1,1
2,1,1,2,1,3,59,"High school or less","White","Male","$125k or more","sporadic","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Independent","Always/Almost Always",4,2,1
1,3,1,1,1,3,73,"College","White","Male","$40-75k","sporadic","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",2,2,3
2,4,1,1,1,4,83,"College","White","Male","$125k or more","always","Strongly Disagree","Somewhat Agree","Who wins the Election really matters","Another Party","Always/Almost Always",4,3,3
3,4,2,2,3,2,48,"High school or less","Hispanic","Female","Less than $40k","rarely/never","Strongly Disagree","Somewhat Disagree","Things will be pretty much the same","Democrat","Rarely",1,1,1
3,3,1,2,1,2,73,"College","White","Female","$125k or more","always","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",4,3,3
2,3,1,1,1,2,54,"College","Black","Female","$40-75k","sporadic","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,2,3
2,3,1,2,1,2,55,"College","Black","Female","$75-125k","sporadic","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",3,2,3
1,1,2,1,1,1,25,"College","White","Female","$40-75k","rarely/never","Strongly Agree","Strongly Agree","Things will be pretty much the same","Republican","Always/Almost Always",2,1,3
2,2,1,2,1,2,65,"High school or less","Hispanic","Male","$40-75k","rarely/never","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,1,1
4,3,1,1,1,3,57,"College","White","Male","$75-125k","sporadic","Somewhat Disagree","Strongly Disagree","Who wins the Election really matters","Independent","Always/Almost Always",3,2,3
1,1,1,1,1,1,28,"Some college","White","Male","$75-125k","rarely/never","Strongly Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,1,2
4,2,1,2,2,2,31,"High school or less","Black","Male","Less than $40k","rarely/never","Somewhat Agree","Strongly Disagree","Who wins the Election really matters","Democrat","Sometimes",1,1,1
4,4,1,1,3,1,48,"High school or less","White","Female","Less than $40k","rarely/never","Strongly Disagree","Strongly Disagree","Who wins the Election really matters","Republican","Rarely",1,1,1
2,3,2,1,1,3,54,"High school or less","White","Male","$40-75k","sporadic","Somewhat Disagree","Somewhat Agree","Things will be pretty much the same","Independent","Always/Almost Always",2,2,1
1,1,2,3,2,5,46,"Some college","Hispanic","Male","$125k or more","sporadic","Strongly Agree","Strongly Agree","Things will be pretty much the same","No Preference","Sometimes",4,2,2
2,1,1,1,1,2,27,"College","White","Female","$75-125k","sporadic","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",3,2,3
2,3,1,1,1,2,62,"High school or less","White","Female","Less than $40k","sporadic","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,2,1
1,3,1,1,1,1,65,"Some college","White","Female","$40-75k","always","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",2,3,2
2,2,1,3,1,2,32,"College","Black","Female","$75-125k","rarely/never","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",3,1,3
1,2,1,3,4,5,38,"High school or less","White","Female","Less than $40k","rarely/never","Somewhat Agree","Strongly Agree","Who wins the Election really matters","No Preference","Never",1,1,1
2,3,1,3,1,2,72,"Some college","Black","Male","$75-125k","always","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",3,3,2
2,2,1,1,1,3,46,"College","White","Male","$125k or more","rarely/never","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Independent","Always/Almost Always",4,1,3
3,3,1,2,1,2,38,"College","White","Male","$40-75k","sporadic","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",2,2,3
3,2,1,1,1,5,61,"College","White","Female","$125k or more","always","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","No Preference","Always/Almost Always",4,3,3
4,3,1,2,1,2,38,"College","White","Female","$125k or more","sporadic","Somewhat Disagree","Strongly Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",4,2,3
1,2,1,1,1,1,28,"Some college","White","Male","$40-75k","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",2,3,2
1,1,1,2,2,1,51,"High school or less","Hispanic","Male","$75-125k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Republican","Sometimes",3,2,1
3,2,1,1,1,2,68,"Some college","Black","Male","Less than $40k","sporadic","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",1,2,2
2,1,1,1,1,2,55,"High school or less","Black","Male","Less than $40k","sporadic","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,2,1
1,2,2,1,1,5,42,"Some college","Other/Mixed","Female","$75-125k","sporadic","Somewhat Agree","Strongly Agree","Things will be pretty much the same","No Preference","Always/Almost Always",3,2,2
1,2,1,1,1,1,26,"Some college","White","Male","$75-125k","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,3,2
4,3,1,3,1,2,38,"Some college","Hispanic","Male","$40-75k","sporadic","Somewhat Disagree","Strongly Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",2,2,2
1,1,1,1,1,3,58,"College","Black","Male","Less than $40k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",1,2,3
3,3,1,2,1,2,55,"College","Black","Male","$75-125k","sporadic","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",3,2,3
2,2,1,1,1,4,65,"High school or less","Black","Male","Less than $40k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Another Party","Always/Almost Always",1,2,1
1,1,2,2,3,5,45,"College","Hispanic","Female","$40-75k","rarely/never","Strongly Agree","Strongly Agree","Things will be pretty much the same","No Preference","Rarely",2,1,3
2,3,1,1,1,2,48,"College","Black","Female","$125k or more","sporadic","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",4,2,3
1,2,1,1,1,2,86,"College","White","Male","$125k or more","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",4,2,3
2,1,1,1,3,3,62,"High school or less","Hispanic","Male","Less than $40k","rarely/never","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Independent","Rarely",1,1,1
1,1,1,1,1,2,29,"College","Hispanic","Female","$40-75k","rarely/never","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,1,3
1,3,1,1,1,4,40,"Some college","White","Female","$125k or more","rarely/never","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Another Party","Always/Almost Always",4,1,2
1,2,1,2,1,1,36,"Some college","White","Male","$75-125k","rarely/never","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,1,2
1,1,1,1,2,5,39,"Some college","White","Female","$40-75k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","No Preference","Sometimes",2,2,2
2,2,1,1,2,5,22,"Some college","Hispanic","Female","Less than $40k","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","No Preference","Sometimes",1,3,2
2,2,1,2,2,3,68,"College","White","Female","$40-75k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Independent","Sometimes",2,2,3
2,3,1,1,1,1,32,"College","White","Female","$125k or more","always","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Republican","Always/Almost Always",4,3,3
1,1,1,1,1,2,43,"Some college","Black","Female","$40-75k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,2,2
1,2,1,1,1,1,48,"College","Hispanic","Female","$75-125k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,2,3
2,1,1,1,2,5,29,"High school or less","Hispanic","Female","Less than $40k","rarely/never","Strongly Agree","Somewhat Agree","Who wins the Election really matters","No Preference","Sometimes",1,1,1
1,2,1,1,1,1,25,"College","White","Male","$40-75k","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",2,3,3
4,3,1,2,3,3,72,"High school or less","White","Male","$40-75k","rarely/never","Somewhat Disagree","Strongly Disagree","Who wins the Election really matters","Independent","Rarely",2,1,1
1,3,1,2,2,1,42,"Some college","White","Male","$125k or more","rarely/never","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Republican","Sometimes",4,1,2
3,3,1,2,1,2,91,"Some college","White","Male","$40-75k","sporadic","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",2,2,2
1,1,1,4,4,5,64,"High school or less","White","Female","Less than $40k","rarely/never","Strongly Agree","Strongly Agree","Who wins the Election really matters","No Preference","Never",1,1,1
3,2,1,2,1,2,65,"Some college","Black","Male","$40-75k","rarely/never","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",2,1,2
2,2,2,3,4,3,29,"High school or less","Hispanic","Male","Less than $40k","rarely/never","Somewhat Agree","Somewhat Agree","Things will be pretty much the same","Independent","Never",1,1,1
2,2,1,2,1,2,41,"Some college","White","Male","$40-75k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,2,2
2,2,2,1,1,1,67,"College","White","Male","$125k or more","sporadic","Somewhat Agree","Somewhat Agree","Things will be pretty much the same","Republican","Always/Almost Always",4,2,3
1,1,1,1,1,4,55,"College","White","Male","$125k or more","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Another Party","Always/Almost Always",4,3,3
1,2,2,2,4,5,24,"High school or less","White","Female","Less than $40k","rarely/never","Somewhat Agree","Strongly Agree","Things will be pretty much the same","No Preference","Never",1,1,1
1,1,1,1,1,1,49,"High school or less","White","Female","$75-125k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,2,1
1,1,1,3,1,3,27,"College","White","Male","$40-75k","rarely/never","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",2,1,3
3,2,1,2,1,3,48,"College","Hispanic","Male","$40-75k","sporadic","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Independent","Always/Almost Always",2,2,3
1,1,1,1,1,2,59,"Some college","Black","Female","Less than $40k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,2,2
1,1,1,4,1,3,65,"Some college","White","Female","$75-125k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",3,2,2
1,2,1,1,1,1,33,"Some college","White","Male","Less than $40k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",1,2,2
2,1,2,2,2,5,30,"Some college","Hispanic","Female","$40-75k","sporadic","Strongly Agree","Somewhat Agree","Things will be pretty much the same","No Preference","Sometimes",2,2,2
1,3,2,2,4,5,25,"High school or less","White","Female","Less than $40k","rarely/never","Somewhat Disagree","Strongly Agree","Things will be pretty much the same","No Preference","Never",1,1,1
2,1,2,3,1,3,28,"College","Hispanic","Female","$40-75k","rarely/never","Strongly Agree","Somewhat Agree","Things will be pretty much the same","Independent","Always/Almost Always",2,1,3
2,4,1,3,1,2,34,"College","White","Male","$75-125k","sporadic","Strongly Disagree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",3,2,3
2,2,1,2,1,2,33,"College","White","Male","$125k or more","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",4,2,3
1,1,1,1,1,4,41,"College","White","Male","$125k or more","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Another Party","Always/Almost Always",4,2,3
2,3,2,1,1,4,41,"Some college","White","Male","$40-75k","sporadic","Somewhat Disagree","Somewhat Agree","Things will be pretty much the same","Another Party","Always/Almost Always",2,2,2
-1,2,2,1,1,3,44,"High school or less","White","Female","$75-125k","sporadic","Somewhat Agree",NA,"Things will be pretty much the same","Independent","Always/Almost Always",3,2,1
3,3,1,1,1,2,74,"Some college","Black","Male","Less than $40k","sporadic","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",1,2,2
2,2,1,1,1,1,29,"Some college","White","Female","$125k or more","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Republican","Always/Almost Always",4,3,2
1,3,2,2,4,5,30,"High school or less","Hispanic","Male","$125k or more","rarely/never","Somewhat Disagree","Strongly Agree","Things will be pretty much the same","No Preference","Never",4,1,1
1,3,1,2,1,1,28,"College","White","Male","$75-125k","rarely/never","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,1,3
3,2,1,1,1,2,49,"College","Hispanic","Male","$75-125k","always","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",3,3,3
1,2,1,-1,1,1,62,"High school or less","White","Female","Less than $40k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",1,2,1
1,2,1,2,1,2,68,"College","White","Male","$125k or more","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",4,2,3
2,2,1,1,1,2,68,"College","White","Male","$125k or more","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",4,3,3
3,3,2,2,3,3,50,"Some college","Other/Mixed","Male","Less than $40k","rarely/never","Somewhat Disagree","Somewhat Disagree","Things will be pretty much the same","Independent","Rarely",1,1,2
1,1,1,1,1,1,54,"College","White","Male","$75-125k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,2,3
3,3,1,2,1,2,27,"College","White","Male","$75-125k","always","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",3,3,3
2,1,1,1,1,3,56,"College","Black","Female","$40-75k","sporadic","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Independent","Always/Almost Always",2,2,3
2,2,2,2,4,5,31,"High school or less","White","Male","Less than $40k","rarely/never","Somewhat Agree","Somewhat Agree","Things will be pretty much the same","No Preference","Never",1,1,1
2,4,1,2,1,5,48,"Some college","Black","Male","$75-125k","sporadic","Strongly Disagree","Somewhat Agree","Who wins the Election really matters","No Preference","Always/Almost Always",3,2,2
3,3,1,2,1,2,32,"Some college","White","Female","Less than $40k","sporadic","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",1,2,2
3,2,1,2,1,5,54,"Some college","White","Male","Less than $40k","sporadic","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","No Preference","Always/Almost Always",1,2,2
2,3,2,2,1,3,45,"Some college","White","Female","$125k or more","sporadic","Somewhat Disagree","Somewhat Agree","Things will be pretty much the same","Independent","Always/Almost Always",4,2,2
2,3,1,1,1,2,35,"College","White","Male","$40-75k","sporadic","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,2,3
3,3,1,1,1,2,50,"College","White","Female","$75-125k","sporadic","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",3,2,3
2,3,1,1,1,2,36,"College","White","Female","$75-125k","sporadic","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",3,2,3
2,1,2,2,2,5,29,"College","White","Male","$125k or more","sporadic","Strongly Agree","Somewhat Agree","Things will be pretty much the same","No Preference","Sometimes",4,2,3
1,3,1,1,1,1,52,"College","White","Female","$125k or more","always","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",4,3,3
2,3,2,1,1,3,58,"High school or less","Black","Male","Less than $40k","sporadic","Somewhat Disagree","Somewhat Agree","Things will be pretty much the same","Independent","Always/Almost Always",1,2,1
2,1,1,1,1,3,66,"Some college","White","Female","$75-125k","sporadic","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Independent","Always/Almost Always",3,2,2
1,2,2,3,4,5,43,"High school or less","Black","Female","Less than $40k","rarely/never","Somewhat Agree","Strongly Agree","Things will be pretty much the same","No Preference","Never",1,1,1
1,1,1,1,1,1,74,"College","Hispanic","Female","$75-125k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,2,3
1,1,1,3,1,2,53,"High school or less","Black","Female","Less than $40k","rarely/never","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,1,1
2,2,1,1,1,2,33,"Some college","Black","Male","$40-75k","rarely/never","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,1,2
2,1,1,2,1,2,35,"Some college","Black","Female","$40-75k","sporadic","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,2,2
2,2,1,1,1,1,49,"Some college","White","Female","$75-125k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,2,2
4,1,1,1,1,3,66,"College","White","Female","$40-75k","sporadic","Strongly Agree","Strongly Disagree","Who wins the Election really matters","Independent","Always/Almost Always",2,2,3
3,4,1,3,1,5,30,"College","Hispanic","Male","$75-125k","always","Strongly Disagree","Somewhat Disagree","Who wins the Election really matters","No Preference","Always/Almost Always",3,3,3
2,3,2,1,1,5,41,"College","Hispanic","Male","$125k or more","sporadic","Somewhat Disagree","Somewhat Agree","Things will be pretty much the same","No Preference","Always/Almost Always",4,2,3
2,4,1,1,1,3,37,"Some college","White","Male","$75-125k","sporadic","Strongly Disagree","Somewhat Agree","Who wins the Election really matters","Independent","Always/Almost Always",3,2,2
1,2,1,1,1,1,38,"College","White","Male","$125k or more","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",4,2,3
1,3,1,1,1,3,45,"College","White","Female","$125k or more","rarely/never","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",4,1,3
2,2,2,1,2,2,42,"Some college","White","Female","$40-75k","sporadic","Somewhat Agree","Somewhat Agree","Things will be pretty much the same","Democrat","Sometimes",2,2,2
1,2,1,1,4,2,45,"Some college","White","Female","$75-125k","rarely/never","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Democrat","Never",3,1,2
4,1,1,3,1,2,64,"College","Black","Female","$40-75k","sporadic","Strongly Agree","Strongly Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",2,2,3
1,1,2,1,1,4,34,"Some college","Black","Female","$40-75k","sporadic","Strongly Agree","Strongly Agree","Things will be pretty much the same","Another Party","Always/Almost Always",2,2,2
1,1,1,3,3,5,27,"High school or less","Black","Male","Less than $40k","rarely/never","Strongly Agree","Strongly Agree","Who wins the Election really matters","No Preference","Rarely",1,1,1
1,2,1,2,1,5,42,"Some college","White","Female","$40-75k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","No Preference","Always/Almost Always",2,2,2
2,3,1,3,1,2,43,"College","Black","Female","$40-75k","sporadic","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,2,3
3,3,1,1,1,2,65,"High school or less","White","Female","$125k or more","sporadic","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",4,2,1
2,4,1,2,1,1,40,"Some college","Hispanic","Female","Less than $40k","sporadic","Strongly Disagree","Somewhat Agree","Who wins the Election really matters","Republican","Always/Almost Always",1,2,2
4,3,1,1,1,2,65,"College","White","Female","$40-75k","sporadic","Somewhat Disagree","Strongly Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",2,2,3
1,1,1,1,1,4,32,"Some college","White","Male","Less than $40k","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Another Party","Always/Almost Always",1,3,2
1,1,1,1,1,3,32,"College","White","Female","$75-125k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",3,2,3
4,3,1,2,1,2,66,"College","White","Male","$125k or more","always","Somewhat Disagree","Strongly Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",4,3,3
2,2,1,2,2,3,25,"College","Hispanic","Male","$75-125k","rarely/never","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Independent","Sometimes",3,1,3
1,2,1,1,1,1,72,"Some college","White","Male","$40-75k","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",2,3,2
1,2,1,2,1,3,34,"Some college","Hispanic","Female","Less than $40k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",1,2,2
1,2,1,2,1,2,55,"Some college","Black","Male","Less than $40k","rarely/never","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,1,2
1,1,2,1,1,1,66,"High school or less","Other/Mixed","Male","Less than $40k","rarely/never","Strongly Agree","Strongly Agree","Things will be pretty much the same","Republican","Always/Almost Always",1,1,1
2,2,1,3,2,3,30,"College","White","Male","$125k or more","rarely/never","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Independent","Sometimes",4,1,3
1,4,1,2,2,3,29,"College","White","Female","$40-75k","rarely/never","Strongly Disagree","Strongly Agree","Who wins the Election really matters","Independent","Sometimes",2,1,3
1,4,2,2,4,1,33,"High school or less","White","Female","Less than $40k","rarely/never","Strongly Disagree","Strongly Agree","Things will be pretty much the same","Republican","Never",1,1,1
2,2,1,1,1,5,70,"College","Other/Mixed","Male","$40-75k","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","No Preference","Always/Almost Always",2,3,3
1,1,2,4,4,5,29,"Some college","White","Female","Less than $40k","rarely/never","Strongly Agree","Strongly Agree","Things will be pretty much the same","No Preference","Never",1,1,2
1,1,1,1,2,1,41,"Some college","Hispanic","Female","$125k or more","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Republican","Sometimes",4,2,2
2,2,1,2,1,2,53,"High school or less","White","Male","$40-75k","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,3,1
2,2,2,3,1,2,29,"Some college","White","Female","$40-75k","always","Somewhat Agree","Somewhat Agree","Things will be pretty much the same","Democrat","Always/Almost Always",2,3,2
1,3,1,1,1,2,65,"College","White","Female","$125k or more","sporadic","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",4,2,3
2,3,2,3,3,5,22,"Some college","White","Female","Less than $40k","always","Somewhat Disagree","Somewhat Agree","Things will be pretty much the same","No Preference","Rarely",1,3,2
3,3,2,2,3,3,37,"High school or less","Other/Mixed","Female","$40-75k","rarely/never","Somewhat Disagree","Somewhat Disagree","Things will be pretty much the same","Independent","Rarely",2,1,1
3,2,1,1,1,5,69,"College","White","Female","$40-75k","sporadic","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","No Preference","Always/Almost Always",2,2,3
1,2,1,1,1,1,26,"High school or less","White","Female","Less than $40k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",1,2,1
1,1,1,2,1,2,27,"Some college","Hispanic","Male","Less than $40k","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,3,2
3,3,1,2,1,2,46,"High school or less","Black","Male","Less than $40k","sporadic","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",1,2,1
1,1,1,1,1,3,43,"Some college","White","Male","$125k or more","rarely/never","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",4,1,2
1,1,1,2,1,2,30,"College","White","Male","$125k or more","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",4,3,3
1,1,2,1,1,4,61,"Some college","Black","Male","Less than $40k","sporadic","Strongly Agree","Strongly Agree","Things will be pretty much the same","Another Party","Always/Almost Always",1,2,2
2,2,1,2,1,3,49,"College","Black","Female","$125k or more","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Independent","Always/Almost Always",4,2,3
4,4,1,1,1,3,67,"Some college","White","Female","Less than $40k","always","Strongly Disagree","Strongly Disagree","Who wins the Election really matters","Independent","Always/Almost Always",1,3,2
1,2,1,2,2,1,47,"Some college","White","Male","$125k or more","rarely/never","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Sometimes",4,1,2
3,3,1,3,1,2,24,"High school or less","Hispanic","Male","Less than $40k","rarely/never","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",1,1,1
1,2,1,2,1,1,25,"College","White","Female","$125k or more","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",4,3,3
3,3,1,1,1,3,43,"College","White","Female","$75-125k","sporadic","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Independent","Always/Almost Always",3,2,3
4,4,1,2,1,3,67,"College","Black","Male","$125k or more","always","Strongly Disagree","Strongly Disagree","Who wins the Election really matters","Independent","Always/Almost Always",4,3,3
1,1,1,1,1,3,25,"College","Black","Female","Less than $40k","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",1,3,3
2,2,1,2,1,5,73,"Some college","White","Female","$40-75k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","No Preference","Always/Almost Always",2,2,2
1,1,1,2,1,1,53,"High school or less","White","Male","Less than $40k","rarely/never","Strongly Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",1,1,1
2,2,1,4,1,2,43,"High school or less","Black","Female","Less than $40k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,2,1
1,1,1,1,1,1,68,"High school or less","White","Male","$40-75k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",2,2,1
2,2,1,1,1,2,55,"Some college","White","Female","$125k or more","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",4,3,2
1,2,1,1,1,1,63,"High school or less","White","Male","Less than $40k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",1,2,1
-1,3,1,1,1,2,64,"College","Black","Female","$75-125k","always","Somewhat Disagree",NA,"Who wins the Election really matters","Democrat","Always/Almost Always",3,3,3
2,3,1,1,2,2,59,"High school or less","White","Female","$40-75k","sporadic","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Democrat","Sometimes",2,2,1
3,2,1,1,1,2,48,"College","Other/Mixed","Male","$40-75k","rarely/never","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",2,1,3
